,X_train,y_train
521,明日友達と一緒に町へ行ってきますもっとネイルチップがほしいです笑,明日友達と一緒に町へ行ってきますもっとネイルチップがほしいです笑
522,日本語は違うと思いますが確かじゃないので例をもらえたら助かります,日本語は違うと思いますが確かではないので例をもらえたら助かります
523,軍事行為を諦めない通告が報道された後もう一つの日本の国内ニュースを考えてください,軍事行為を諦めない通告が報道された後もう一つの日本の国内ニュースを考えてください
524,このようなことは屋上でタバコをすってもく制服を変えて時ちゅうと退学する,このようなことは屋上でタバコをすってもく制服を変えて時ちゅうと退学します
525,ちなみに…明日の夜叔母の家にとまりに行ってきます待ちきれません☆,ちなみに…明日の夜叔母の家にとまりに行ってきます待ちきれません☆
526,なぜかよく分からないが日本人とスカイプコールをするたびに通信が悪くなる,なぜかよく分かりませんが日本人とスカイプコールをするたびに通信が悪くなります
527,帰る途中私達は天津の有名なお菓子耳の目という揚げ餅を買いました,帰る途中私達は天津の有名なお菓子耳の目という揚げ餅を買いました
528,だいがくのクラブのjapanese student association (jsa)がホストです,だいがくのクラブのjapanese student association (jsa)がホストでいらっしゃいます
529,西洋のクリスマスとかバレンタインデーとか中日でもとても人気があってブームになってきましたが自国の伝統的な祝日は昔の人と同じようにちゃんとすごしているんですか,西洋のクリスマスやバレンタインデーなど中日でもとても人気があってブームになってきましたが自国の伝統的な祝日は昔の人と同じようにちゃんとすごしているのですか
530,皆さんに京劇という言葉を聞いてどういったことを思い浮かべるかという質問をしてみたら皆さんはどう答えるつもりですか,皆様に京劇という言葉を聞いてどのようなことを思い浮かべますかという質問をしてみましたら皆様はどうお答えになるつもりですか
531,機動性を求めてる人に対してはやっぱりバイクを持ってないと無理です,機動性を求めてる人に対してはやっぱりバイクを持ってないと無理です
532,次の日も結婚式は続いていましたが私は大きい音楽で頭痛がしたので帰りました,次の日も結婚式は続いていましたが私は大きい音楽で頭痛がしたので帰りました
533,このストーリーは実らない恋についてのちょっと悲しいストーリーです,このストーリーは実らない恋についての少し悲しいストーリーです
534,lang-0においてバグ・レポートを提出させていただきたいと思います,lang-0においてバグ・レポートを提出させていただきたいと存じます
535,警視庁によると乗客と運転手の計0人が意識不明の状態で病院に搬送されいずれも死亡が確認された,警視庁によると乗客と運転手の計0人が意識不明の状態で病院に搬送されいずれも死亡が確認されました
536,私はずっとそれを信じて日本に留学したいですほかの国で外の視点から自分の国のことをもう一度見つめていたいです,私はずっとそれを信じて日本に留学したいですほかの国で外の視点から自分の国のことをもう一度見つめていたいです
537,原因は友達が不定時に猫に餌をやるからでプリンはお腹がすきすぎて,原因は友達が不定時に猫に餌をやるからでプリンはお腹がすきすぎて
538,霍さんはインターンシップに行きましたので0人が残っています,霍さんはインターンシップに行きましたので0人が残っています
539,夏休みの宿題がぜんぜん書けないよ母さんはダメですみませんね・・・・・さっきあるコスプレの同志が手伝おうって言った感動した,夏休みの宿題がぜんぜん書けないよ母さんはダメですみませんね・・・・・さきほどあるコスプレの同志が手伝おうと言いました感動しました
